Data Periods,Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),07: 6am (6am-7am),6,1925,1925,1.6,1.6
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),08: 7am (7am-8am),11,2491,2491,1.8,1.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),09: 8am (8am-9am),17,3057,3057,1.6,1.6
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),10: 9am (9am-10am),20,2450,2450,1.3,1.3
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),11: 10am (10am-11am),14,2368,2368,1.7,1.7
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),12: 11am (11am-12noon),17,3025,3025,1.9,1.9
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),13: 12pm (12noon-1pm),21,3041,3041,1.4,1.4
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),14: 1pm (1pm-2pm),23,2760,2760,1.5,1.5
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),15: 2pm (2pm-3pm),23,3105,3105,1.0,1.0
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),16: 3pm (3pm-4pm),17,2625,2625,1.7,1.7
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),17: 4pm (4pm-5pm),26,2235,2235,1.5,1.5
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),18: 5pm (5pm-6pm),32,2152,2152,1.6,1.6
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),19: 6pm (6pm-7pm),45,2277,2277,1.6,1.6
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),20: 7pm (7pm-8pm),55,2620,2620,1.8,1.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),21: 8pm (8pm-9pm),40,2635,2635,1.8,1.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),22: 9pm (9pm-10pm),10,1235,1235,0.9,0.9
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,dog-park-lot-pt,yes,N/A,no,0: All Days (M-Su),24: 11pm (11pm-12am),1,569,569,0.3,0.3
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),00: All Day (12am-12am),443,1581,1581,0.9,0.9
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),01: 12am (12am-1am),2,2276,2276,1.5,1.5
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),02: 1am (1am-2am),6,2260,2260,1.0,1.0
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),03: 2am (2am-3am),2,2510,2510,1.5,1.5
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),06: 5am (5am-6am),7,694,694,0.3,0.3
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),07: 6am (6am-7am),4,1759,1759,1.3,1.3
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),08: 7am (7am-8am),19,1739,1739,1.1,1.1
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),09: 8am (8am-9am),43,1671,1671,1.0,1.0
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),10: 9am (9am-10am),32,1566,1566,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),11: 10am (10am-11am),21,1614,1614,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),12: 11am (11am-12noon),28,1212,1212,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),13: 12pm (12noon-1pm),28,1518,1518,0.7,0.7
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),14: 1pm (1pm-2pm),14,1194,1194,0.5,0.5
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),15: 2pm (2pm-3pm),16,1684,1684,1.5,1.5
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),16: 3pm (3pm-4pm),21,1228,1228,0.6,0.6
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),17: 4pm (4pm-5pm),24,1379,1379,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),18: 5pm (5pm-6pm),40,1629,1629,1.0,1.0
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),19: 6pm (6pm-7pm),47,1447,1447,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),20: 7pm (7pm-8pm),32,2261,2261,1.3,1.3
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),21: 8pm (8pm-9pm),38,1468,1468,0.9,0.9
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),22: 9pm (9pm-10pm),12,1675,1675,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),23: 10pm (10pm-11pm),4,2518,2518,1.5,1.5
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,parking-pt,yes,N/A,no,0: All Days (M-Su),24: 11pm (11pm-12am),3,1378,1378,0.5,0.5
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),00: All Day (12am-12am),480,1609,1609,0.9,0.9
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),01: 12am (12am-1am),2,1855,1855,0.7,0.7
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),02: 1am (1am-2am),9,2217,2217,1.2,1.2
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),07: 6am (6am-7am),7,3634,3634,1.8,1.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),08: 7am (7am-8am),22,1331,1331,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),09: 8am (8am-9am),51,1933,1933,1.2,1.2
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),10: 9am (9am-10am),38,1617,1617,1.0,1.0
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),11: 10am (10am-11am),19,1689,1689,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),12: 11am (11am-12noon),22,1308,1308,0.7,0.7
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),13: 12pm (12noon-1pm),31,1432,1432,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),14: 1pm (1pm-2pm),20,1169,1169,0.5,0.5
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),15: 2pm (2pm-3pm),13,2699,2699,2.6,2.6
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),16: 3pm (3pm-4pm),21,1218,1218,0.6,0.6
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),17: 4pm (4pm-5pm),32,1251,1251,0.6,0.6
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),18: 5pm (5pm-6pm),61,1545,1545,0.9,0.9
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),19: 6pm (6pm-7pm),47,1475,1475,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),20: 7pm (7pm-8pm),41,1795,1795,1.0,1.0
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),21: 8pm (8pm-9pm),26,1578,1578,1.2,1.2
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),22: 9pm (9pm-10pm),11,1062,1062,0.5,0.5
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),23: 10pm (10pm-11pm),5,2301,2301,1.3,1.3
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,rec-center-pt,yes,N/A,no,0: All Days (M-Su),24: 11pm (11pm-12am),2,505,505,0.4,0.4
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),00: All Day (12am-12am),507,1476,1476,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),05: 4am (4am-5am),1,1524,1524,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),07: 6am (6am-7am),1,1321,1321,0.4,0.4
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),08: 7am (7am-8am),8,1640,1640,0.9,0.9
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),09: 8am (8am-9am),33,1520,1520,0.9,0.9
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),10: 9am (9am-10am),37,1720,1720,0.9,0.9
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),11: 10am (10am-11am),16,1547,1547,1.1,1.1
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),12: 11am (11am-12noon),19,1114,1114,0.4,0.4
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),13: 12pm (12noon-1pm),18,848,848,0.3,0.3
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),14: 1pm (1pm-2pm),21,1160,1160,0.6,0.6
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),15: 2pm (2pm-3pm),25,1247,1247,0.6,0.6
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),16: 3pm (3pm-4pm),20,1063,1063,0.4,0.4
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),17: 4pm (4pm-5pm),58,1225,1225,0.6,0.6
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),18: 5pm (5pm-6pm),63,1492,1492,0.8,0.8
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),19: 6pm (6pm-7pm),59,1555,1555,0.7,0.7
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),20: 7pm (7pm-8pm),71,1562,1562,0.9,0.9
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),21: 8pm (8pm-9pm),44,2087,2087,1.0,1.0
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),22: 9pm (9pm-10pm),13,1617,1617,0.9,0.9
"Jun 01, 2021 - Aug 31, 2021",Pedestrian - StL Pedestrian Volume,Trip Pass-Through,N/A,restroom-pt,yes,N/A,no,0: All Days (M-Su),23: 10pm (10pm-11pm),2,713,713,0.7,0.7
